id,author_name,author_username,text,created_at,timestamp,replies,reposts,likes,views,engagement_rate,url,has_image,text_length,hashtag_count,mention_count
1944735700999684323,carlos liberato( 🔆 )(✧ᴗ✧),@sobralsh,Ritual is for: 🔧 Developers who want uncensored AI tools 💻 GPU owners who want to earn 🌐 Users who want open access The people's AI network. @Ritualfnd #UnlockRitual 🕯️,2 hours ago,2025-07-14T21:18:22.036807,0,0,0,5,0.00,https://x.com/sobralsh/status/1944735700999684323,False,168,1,1
1944734239649329257,nindialestari,@nindialestari1,"Ritual's game-changing AI runs directly on-chain, no cloud or middlemen. This means total transparency, security, and privacy thanks to zk-proofs. It's where blockchain meets next-level AI power. Ready to see how the future looks? @ritualfnd #UnlockRitual",2 hours ago,2025-07-14T21:18:22.036814,1,0,103,699,14.88,https://x.com/nindialestari1/status/1944734239649329257,False,255,1,1
1944733166625001509,Felipe Medina A( 🔆 )(✧ᴗ✧),@pipemedinaa_a,Ritual unlocks: 💰 Earn by providing compute 🛠️ Deploy models without restrictions 🔓 Use AI freely Decentralized > Corporate-controlled @Ritualfnd #UnlockRitual 🕯️,2 hours ago,2025-07-14T21:18:22.036822,0,0,0,4,0.00,https://x.com/pipemedinaa_a/status/1944733166625001509,False,162,1,1
1944732205571559695,vrečko brigita( 🔆 )(✧ᴗ✧),@VreckoVreckov,"Ritual is breaking Big Tech's AI monopoly Decentralized, open, and owned by the people. Run models, earn rewards, or build freely—no permission needed. @Ritualfnd #UnlockRitual 🕯️",2 hours ago,2025-07-14T21:18:22.036832,0,0,0,4,0.00,https://x.com/VreckoVreckov/status/1944732205571559695,False,179,1,1
1944727294213574938,"Babyhulq (HALF HULK HALF MONAD) (Ø,G) 🍚 ⛓",@richie_kalalo,BREAKING NEWS : @ritualnet makes private AI 100x FASTER !! Introducing #Cascade → Token-Sharding tech that: 1. Guards against attacks 2. Keeps full AI accuracy 3. Scales massively What else do u need in this AI web3 tech?? #UnlockRitual @ritualfnd,3 hours ago,2025-07-14T20:18:22.036841,0,0,2,23,8.70,https://x.com/richie_kalalo/status/1944727294213574938,True,247,2,2
1944000000000000015,User 952,@user_3694,The Web3 revolution continues with projects like @ritualnet. #UnlockRitual #Decentralized,164 hours ago,2025-07-08T03:18:22.036849,0,0,0,4,0.00,https://x.com/user_3694/status/1944000000000000015,False,89,2,1
1944000000000000016,User 863,@user_5251,Breaking down the tech behind @ritualfnd - this is revolutionary! #UnlockRitual,158 hours ago,2025-07-08T09:18:22.036856,1,2,1,66,6.06,https://x.com/user_5251/status/1944000000000000016,True,79,1,1
1944000000000000017,User 449,@user_1276,AI shouldn't be monopolized. That's why I support @ritualfnd. #UnlockRitual,105 hours ago,2025-07-10T14:18:22.036862,6,2,21,193,15.03,https://x.com/user_1276/status/1944000000000000017,False,75,1,1
1944000000000000018,User 174,@user_5862,GPU access for everyone? That's what @ritualnet promises. #UnlockRitual #Tech,154 hours ago,2025-07-08T13:18:22.036869,1,4,2,74,9.46,https://x.com/user_5862/status/1944000000000000018,False,77,2,1
1944000000000000019,User 561,@user_8231,Just discovered @ritualnet and I'm impressed by their approach to distributed systems. #UnlockRitual,67 hours ago,2025-07-12T04:18:22.036875,11,22,48,553,14.65,https://x.com/user_8231/status/1944000000000000019,True,100,1,1
1944000000000000020,User 641,@user_6476,AI shouldn't be monopolized. That's why I support @ritualfnd. #UnlockRitual,114 hours ago,2025-07-10T05:18:22.036881,4,8,11,312,7.37,https://x.com/user_6476/status/1944000000000000020,True,75,1,1
1944000000000000021,User 487,@user_5511,GPU access for everyone? That's what @ritualnet promises. #UnlockRitual #AI,117 hours ago,2025-07-10T02:18:22.036889,5,4,5,53,26.42,https://x.com/user_5511/status/1944000000000000021,True,75,2,1
1944000000000000022,User 661,@user_8757,Just discovered @ritualnet and I'm impressed by their approach to DePIN networks. #UnlockRitual,150 hours ago,2025-07-08T17:18:22.036897,1,0,0,32,3.12,https://x.com/user_8757/status/1944000000000000022,False,95,1,1
1944000000000000023,User 833,@user_8614,GPU access for everyone? That's what @ritualnet promises. #UnlockRitual #DePIN,82 hours ago,2025-07-11T13:18:22.036906,1,1,40,501,8.38,https://x.com/user_8614/status/1944000000000000023,False,78,2,1
1944000000000000024,User 478,@user_1603,Just joined the @ritualfnd community. Excited for what's coming! #UnlockRitual,161 hours ago,2025-07-08T06:18:22.036914,1,1,1,57,5.26,https://x.com/user_1603/status/1944000000000000024,True,78,1,1
1944000000000000025,User 693,@user_4637,Just discovered @ritualnet and I'm impressed by their approach to decentralized AI. #UnlockRitual,156 hours ago,2025-07-08T11:18:22.036920,1,4,6,21,52.38,https://x.com/user_4637/status/1944000000000000025,True,97,1,1
1944000000000000026,User 737,@user_6457,The Web3 revolution continues with projects like @ritualnet. #UnlockRitual #DePIN,90 hours ago,2025-07-11T05:18:22.037101,2,13,27,234,17.95,https://x.com/user_6457/status/1944000000000000026,False,81,2,1
1944000000000000027,User 349,@user_6478,Exploring the future of decentralized AI with @ritualfnd. The potential is incredible! #UnlockRitual,56 hours ago,2025-07-12T15:18:22.037112,2,16,44,611,10.15,https://x.com/user_6478/status/1944000000000000027,True,100,1,1
1944000000000000028,User 391,@user_4291,Exploring the future of decentralized AI with @ritualfnd. The potential is incredible! #UnlockRitual,103 hours ago,2025-07-10T16:18:22.037118,5,13,0,299,6.02,https://x.com/user_4291/status/1944000000000000028,True,100,1,1
1944000000000000029,User 806,@user_7864,Breaking down the tech behind @ritualfnd - this is revolutionary! #UnlockRitual,153 hours ago,2025-07-08T14:18:22.037124,0,4,3,41,17.07,https://x.com/user_7864/status/1944000000000000029,False,79,1,1
1944000000000000030,User 628,@user_9971,GPU access for everyone? That's what @ritualnet promises. #UnlockRitual #Decentralized,88 hours ago,2025-07-11T07:18:22.037130,4,9,6,408,4.66,https://x.com/user_9971/status/1944000000000000030,True,86,2,1
1944000000000000031,User 434,@user_6857,The Web3 revolution continues with projects like @ritualnet. #UnlockRitual #DePIN,148 hours ago,2025-07-08T19:18:22.037136,0,5,9,80,17.50,https://x.com/user_6857/status/1944000000000000031,True,81,2,1
1944000000000000032,User 916,@user_4163,Just discovered @ritualnet and I'm impressed by their approach to GPU computing. #UnlockRitual,89 hours ago,2025-07-11T06:18:22.037141,3,13,25,450,9.11,https://x.com/user_4163/status/1944000000000000032,False,94,1,1
1944000000000000033,User 709,@user_2022,Why blockchain technology matters in the Web3 ecosystem: a thread 🧵 #UnlockRitual,158 hours ago,2025-07-08T09:18:22.037147,1,1,4,91,6.59,https://x.com/user_2022/status/1944000000000000033,False,81,1,0
1944000000000000034,User 947,@user_6179,Exploring the future of decentralized AI with @ritualfnd. The potential is incredible! #UnlockRitual,4 hours ago,2025-07-14T19:18:22.037154,12,28,46,227,37.89,https://x.com/user_6179/status/1944000000000000034,True,100,1,1
1944000000000000035,User 619,@user_1670,Exploring the future of decentralized AI with @ritualfnd. The potential is incredible! #UnlockRitual,87 hours ago,2025-07-11T08:18:22.037160,5,1,5,274,4.01,https://x.com/user_1670/status/1944000000000000035,True,100,1,1
1944000000000000036,User 350,@user_4240,Exploring the future of decentralized AI with @ritualfnd. The potential is incredible! #UnlockRitual,18 hours ago,2025-07-14T05:18:22.037165,7,13,62,714,11.48,https://x.com/user_4240/status/1944000000000000036,True,100,1,1
1944000000000000037,User 796,@user_4900,Decentralized computing is the future. Check out what @ritualfnd is building! #UnlockRitual,8 hours ago,2025-07-14T15:18:22.037171,7,36,38,310,26.13,https://x.com/user_4900/status/1944000000000000037,True,91,1,1
1944000000000000038,User 620,@user_1359,Exploring the future of decentralized AI with @ritualfnd. The potential is incredible! #UnlockRitual,125 hours ago,2025-07-09T18:18:22.037177,2,6,3,154,7.14,https://x.com/user_1359/status/1944000000000000038,True,100,1,1
1944000000000000039,User 337,@user_1629,Decentralized computing is the future. Check out what @ritualfnd is building! #UnlockRitual,12 hours ago,2025-07-14T11:18:22.037183,17,0,40,207,27.54,https://x.com/user_1629/status/1944000000000000039,False,91,1,1
1944000000000000040,User 841,@user_1526,AI shouldn't be monopolized. That's why I support @ritualfnd. #UnlockRitual,58 hours ago,2025-07-12T13:18:22.037189,4,27,1,569,5.62,https://x.com/user_1526/status/1944000000000000040,True,75,1,1
1944000000000000041,User 783,@user_8685,Just joined the @ritualfnd community. Excited for what's coming! #UnlockRitual,1 hours ago,2025-07-14T22:18:22.037194,14,37,85,498,27.31,https://x.com/user_8685/status/1944000000000000041,True,78,1,1
1944000000000000042,User 516,@user_1172,Decentralized computing is the future. Check out what @ritualfnd is building! #UnlockRitual,159 hours ago,2025-07-08T08:18:22.037200,1,4,7,73,16.44,https://x.com/user_1172/status/1944000000000000042,False,91,1,1
1944000000000000043,User 480,@user_4207,Exploring the future of decentralized AI with @ritualfnd. The potential is incredible! #UnlockRitual,129 hours ago,2025-07-09T14:18:22.037206,2,0,8,184,5.43,https://x.com/user_4207/status/1944000000000000043,False,100,1,1
1944000000000000044,User 706,@user_2856,Exploring the future of decentralized AI with @ritualfnd. The potential is incredible! #UnlockRitual,61 hours ago,2025-07-12T10:18:22.037212,2,10,12,443,5.42,https://x.com/user_2856/status/1944000000000000044,False,100,1,1
1944000000000000045,User 529,@user_6130,GPU access for everyone? That's what @ritualnet promises. #UnlockRitual #Tech,56 hours ago,2025-07-12T15:18:22.037217,0,30,2,406,7.88,https://x.com/user_6130/status/1944000000000000045,False,77,2,1
1944000000000000046,User 618,@user_8944,Decentralized computing is the future. Check out what @ritualfnd is building! #UnlockRitual,98 hours ago,2025-07-10T21:18:22.037223,4,3,24,347,8.93,https://x.com/user_8944/status/1944000000000000046,True,91,1,1
1944000000000000047,User 469,@user_2362,AI shouldn't be monopolized. That's why I support @ritualfnd. #UnlockRitual,157 hours ago,2025-07-08T10:18:22.037229,1,1,4,21,28.57,https://x.com/user_2362/status/1944000000000000047,True,75,1,1
1944000000000000048,User 243,@user_3568,The intersection of AI and blockchain is here. @ritualnet is leading the way. #UnlockRitual,70 hours ago,2025-07-12T01:18:22.037234,11,0,1,476,2.52,https://x.com/user_3568/status/1944000000000000048,True,91,1,1
1944000000000000049,User 824,@user_6595,Just discovered @ritualnet and I'm impressed by their approach to AI democratization. #UnlockRitual,155 hours ago,2025-07-08T12:18:22.037240,1,4,6,54,20.37,https://x.com/user_6595/status/1944000000000000049,False,99,1,1
1944000000000000050,User 623,@user_1680,AI shouldn't be monopolized. That's why I support @ritualfnd. #UnlockRitual,32 hours ago,2025-07-13T15:18:22.037246,8,3,76,454,19.16,https://x.com/user_1680/status/1944000000000000050,True,75,1,1
1944000000000000051,User 206,@user_5304,Decentralized computing is the future. Check out what @ritualfnd is building! #UnlockRitual,14 hours ago,2025-07-14T09:18:22.037252,9,34,71,771,14.79,https://x.com/user_5304/status/1944000000000000051,True,91,1,1
1944000000000000052,User 209,@user_1634,AI shouldn't be monopolized. That's why I support @ritualfnd. #UnlockRitual,153 hours ago,2025-07-08T14:18:22.037258,1,0,0,24,4.17,https://x.com/user_1634/status/1944000000000000052,False,75,1,1
1944000000000000053,User 850,@user_4418,The intersection of AI and blockchain is here. @ritualnet is leading the way. #UnlockRitual,86 hours ago,2025-07-11T09:18:22.037265,4,11,42,20,285.00,https://x.com/user_4418/status/1944000000000000053,False,91,1,1
1944000000000000054,User 668,@user_7384,Just joined the @ritualfnd community. Excited for what's coming! #UnlockRitual,84 hours ago,2025-07-11T11:18:22.037273,8,0,19,333,8.11,https://x.com/user_7384/status/1944000000000000054,False,78,1,1
1944000000000000055,User 736,@user_9315,Just joined the @ritualfnd community. Excited for what's coming! #UnlockRitual,123 hours ago,2025-07-09T20:18:22.037279,0,9,5,180,7.78,https://x.com/user_9315/status/1944000000000000055,False,78,1,1
1944000000000000056,User 225,@user_7853,Just joined the @ritualfnd community. Excited for what's coming! #UnlockRitual,94 hours ago,2025-07-11T01:18:22.037285,1,21,43,92,70.65,https://x.com/user_7853/status/1944000000000000056,True,78,1,1
1944000000000000057,User 952,@user_7633,The Web3 revolution continues with projects like @ritualnet. #UnlockRitual #DePIN,18 hours ago,2025-07-14T05:18:22.037290,10,23,8,676,6.07,https://x.com/user_7633/status/1944000000000000057,False,81,2,1
1944000000000000058,User 530,@user_7124,Why Web3 infrastructure matters in the Web3 ecosystem: a thread 🧵 #UnlockRitual,15 hours ago,2025-07-14T08:18:22.037296,10,24,78,267,41.95,https://x.com/user_7124/status/1944000000000000058,True,79,1,0
1944000000000000059,User 430,@user_8831,AI shouldn't be monopolized. That's why I support @ritualfnd. #UnlockRitual,50 hours ago,2025-07-12T21:18:22.037314,2,25,69,697,13.77,https://x.com/user_8831/status/1944000000000000059,True,75,1,1
1944000000000000060,User 977,@user_6620,Why Web3 infrastructure matters in the Web3 ecosystem: a thread 🧵 #UnlockRitual,59 hours ago,2025-07-12T12:18:22.037321,1,30,11,90,46.67,https://x.com/user_6620/status/1944000000000000060,False,79,1,0
1944000000000000061,User 255,@user_1534,Just discovered @ritualnet and I'm impressed by their approach to blockchain technology. #UnlockRitual,156 hours ago,2025-07-08T11:18:22.037328,1,3,5,79,11.39,https://x.com/user_1534/status/1944000000000000061,False,102,1,1
1944000000000000062,User 954,@user_4088,Just joined the @ritualfnd community. Excited for what's coming! #UnlockRitual,143 hours ago,2025-07-09T00:18:22.037334,0,1,7,63,12.70,https://x.com/user_4088/status/1944000000000000062,False,78,1,1
1944000000000000063,User 990,@user_6670,AI shouldn't be monopolized. That's why I support @ritualfnd. #UnlockRitual,63 hours ago,2025-07-12T08:18:22.037340,3,21,60,39,215.38,https://x.com/user_6670/status/1944000000000000063,True,75,1,1
1944000000000000064,User 671,@user_1814,Exploring the future of decentralized AI with @ritualfnd. The potential is incredible! #UnlockRitual,94 hours ago,2025-07-11T01:18:22.037345,5,19,38,67,92.54,https://x.com/user_1814/status/1944000000000000064,False,100,1,1
1944000000000000065,User 346,@user_9153,Breaking down the tech behind @ritualfnd - this is revolutionary! #UnlockRitual,73 hours ago,2025-07-11T22:18:22.037351,8,24,52,316,26.58,https://x.com/user_9153/status/1944000000000000065,True,79,1,1
1944000000000000066,User 114,@user_7345,Why AI democratization matters in the Web3 ecosystem: a thread 🧵 #UnlockRitual,48 hours ago,2025-07-12T23:18:22.037357,9,2,62,564,12.94,https://x.com/user_7345/status/1944000000000000066,False,78,1,0
1944000000000000067,User 643,@user_5049,GPU access for everyone? That's what @ritualnet promises. #UnlockRitual #AI,62 hours ago,2025-07-12T09:18:22.037364,3,7,38,171,28.07,https://x.com/user_5049/status/1944000000000000067,False,75,2,1
1944000000000000068,User 414,@user_7696,Decentralized computing is the future. Check out what @ritualfnd is building! #UnlockRitual,45 hours ago,2025-07-13T02:18:22.037369,13,19,62,530,17.74,https://x.com/user_7696/status/1944000000000000068,True,91,1,1
1944000000000000069,User 740,@user_7924,The Web3 revolution continues with projects like @ritualnet. #UnlockRitual #AI,126 hours ago,2025-07-09T17:18:22.037375,0,1,20,50,42.00,https://x.com/user_7924/status/1944000000000000069,True,78,2,1
1944000000000000070,User 311,@user_9790,GPU access for everyone? That's what @ritualnet promises. #UnlockRitual #DePIN,116 hours ago,2025-07-10T03:18:22.037381,1,6,18,277,9.03,https://x.com/user_9790/status/1944000000000000070,False,78,2,1
1944000000000000071,User 804,@user_9015,Exploring the future of decentralized AI with @ritualfnd. The potential is incredible! #UnlockRitual,63 hours ago,2025-07-12T08:18:22.037389,1,31,38,541,12.94,https://x.com/user_9015/status/1944000000000000071,True,100,1,1
1944000000000000072,User 836,@user_5668,Just discovered @ritualnet and I'm impressed by their approach to DePIN networks. #UnlockRitual,79 hours ago,2025-07-11T16:18:22.037397,10,5,27,152,27.63,https://x.com/user_5668/status/1944000000000000072,True,95,1,1
1944000000000000073,User 719,@user_5378,Just joined the @ritualfnd community. Excited for what's coming! #UnlockRitual,98 hours ago,2025-07-10T21:18:22.037405,2,18,10,158,18.99,https://x.com/user_5378/status/1944000000000000073,False,78,1,1
1944000000000000074,User 544,@user_5313,The Web3 revolution continues with projects like @ritualnet. #UnlockRitual #Decentralized,52 hours ago,2025-07-12T19:18:22.037412,4,0,37,439,9.34,https://x.com/user_5313/status/1944000000000000074,False,89,2,1
1944000000000000075,User 802,@user_6981,The intersection of AI and blockchain is here. @ritualnet is leading the way. #UnlockRitual,106 hours ago,2025-07-10T13:18:22.037419,7,10,23,329,12.16,https://x.com/user_6981/status/1944000000000000075,False,91,1,1
1944000000000000076,User 588,@user_4995,Exploring the future of decentralized AI with @ritualfnd. The potential is incredible! #UnlockRitual,17 hours ago,2025-07-14T06:18:22.037426,1,39,31,822,8.64,https://x.com/user_4995/status/1944000000000000076,True,100,1,1
1944000000000000077,User 454,@user_3698,Exploring the future of decentralized AI with @ritualfnd. The potential is incredible! #UnlockRitual,33 hours ago,2025-07-13T14:18:22.037432,1,27,0,168,16.67,https://x.com/user_3698/status/1944000000000000077,False,100,1,1
1944000000000000078,User 146,@user_7172,The intersection of AI and blockchain is here. @ritualnet is leading the way. #UnlockRitual,61 hours ago,2025-07-12T10:18:22.037439,5,2,55,291,21.31,https://x.com/user_7172/status/1944000000000000078,True,91,1,1
1944000000000000079,User 386,@user_2945,GPU access for everyone? That's what @ritualnet promises. #UnlockRitual #Blockchain,83 hours ago,2025-07-11T12:18:22.037445,7,17,38,115,53.91,https://x.com/user_2945/status/1944000000000000079,True,83,2,1
1944000000000000080,User 438,@user_3264,The Web3 revolution continues with projects like @ritualnet. #UnlockRitual #AI,58 hours ago,2025-07-12T13:18:22.037451,9,21,49,548,14.42,https://x.com/user_3264/status/1944000000000000080,True,78,2,1
1944000000000000081,User 136,@user_1506,Why AI democratization matters in the Web3 ecosystem: a thread 🧵 #UnlockRitual,45 hours ago,2025-07-13T02:18:22.037458,10,7,50,184,36.41,https://x.com/user_1506/status/1944000000000000081,False,78,1,0
1944000000000000082,User 154,@user_1182,Why DePIN networks matters in the Web3 ecosystem: a thread 🧵 #UnlockRitual,145 hours ago,2025-07-08T22:18:22.037464,1,4,9,20,70.00,https://x.com/user_1182/status/1944000000000000082,True,74,1,0
1944000000000000083,User 994,@user_3259,The Web3 revolution continues with projects like @ritualnet. #UnlockRitual #Decentralized,46 hours ago,2025-07-13T01:18:22.037471,1,23,56,169,47.34,https://x.com/user_3259/status/1944000000000000083,False,89,2,1
1944000000000000084,User 314,@user_1655,Just discovered @ritualnet and I'm impressed by their approach to computational resources. #UnlockRitual,121 hours ago,2025-07-09T22:18:22.037478,1,0,11,181,6.63,https://x.com/user_1655/status/1944000000000000084,False,104,1,1
1944000000000000085,User 407,@user_7831,Just discovered @ritualnet and I'm impressed by their approach to AI democratization. #UnlockRitual,118 hours ago,2025-07-10T01:18:22.037485,1,14,24,34,114.71,https://x.com/user_7831/status/1944000000000000085,True,99,1,1
1944000000000000086,User 313,@user_9238,The intersection of AI and blockchain is here. @ritualnet is leading the way. #UnlockRitual,9 hours ago,2025-07-14T14:18:22.037491,12,17,17,155,29.68,https://x.com/user_9238/status/1944000000000000086,False,91,1,1
1944000000000000087,User 484,@user_3656,Why DePIN networks matters in the Web3 ecosystem: a thread 🧵 #UnlockRitual,16 hours ago,2025-07-14T07:18:22.037497,15,12,76,388,26.55,https://x.com/user_3656/status/1944000000000000087,False,74,1,0
1944000000000000088,User 605,@user_9404,Decentralized computing is the future. Check out what @ritualfnd is building! #UnlockRitual,144 hours ago,2025-07-08T23:18:22.037504,1,6,3,97,10.31,https://x.com/user_9404/status/1944000000000000088,True,91,1,1
1944000000000000089,User 783,@user_3516,Just discovered @ritualnet and I'm impressed by their approach to computational resources. #UnlockRitual,127 hours ago,2025-07-09T16:18:22.037510,0,5,11,121,13.22,https://x.com/user_3516/status/1944000000000000089,False,104,1,1
1944000000000000090,User 971,@user_3635,GPU access for everyone? That's what @ritualnet promises. #UnlockRitual #Web3,79 hours ago,2025-07-11T16:18:22.037517,9,18,49,116,65.52,https://x.com/user_3635/status/1944000000000000090,False,77,2,1
1944000000000000091,User 579,@user_8310,Just discovered @ritualnet and I'm impressed by their approach to computational resources. #UnlockRitual,84 hours ago,2025-07-11T11:18:22.037523,7,13,14,153,22.22,https://x.com/user_8310/status/1944000000000000091,False,104,1,1
1944000000000000092,User 355,@user_1919,Breaking down the tech behind @ritualfnd - this is revolutionary! #UnlockRitual,166 hours ago,2025-07-08T01:18:22.037538,1,4,7,37,32.43,https://x.com/user_1919/status/1944000000000000092,True,79,1,1
1944000000000000093,User 236,@user_5512,Just joined the @ritualfnd community. Excited for what's coming! #UnlockRitual,126 hours ago,2025-07-09T17:18:22.037546,0,3,0,202,1.49,https://x.com/user_5512/status/1944000000000000093,True,78,1,1
1944000000000000094,User 256,@user_1262,The Web3 revolution continues with projects like @ritualnet. #UnlockRitual #Crypto,166 hours ago,2025-07-08T01:18:22.037552,0,2,0,97,2.06,https://x.com/user_1262/status/1944000000000000094,True,82,2,1
1944000000000000095,User 236,@user_5049,Just joined the @ritualfnd community. Excited for what's coming! #UnlockRitual,114 hours ago,2025-07-10T05:18:22.037558,2,14,6,220,10.00,https://x.com/user_5049/status/1944000000000000095,False,78,1,1
1944000000000000096,User 472,@user_9229,Why DePIN networks matters in the Web3 ecosystem: a thread 🧵 #UnlockRitual,51 hours ago,2025-07-12T20:18:22.037565,3,1,52,46,121.74,https://x.com/user_9229/status/1944000000000000096,False,74,1,0
1944000000000000097,User 771,@user_7716,Breaking down the tech behind @ritualfnd - this is revolutionary! #UnlockRitual,168 hours ago,2025-07-07T23:18:22.037572,1,0,8,17,52.94,https://x.com/user_7716/status/1944000000000000097,False,79,1,1
1944000000000000098,User 762,@user_9944,Just discovered @ritualnet and I'm impressed by their approach to computational resources. #UnlockRitual,139 hours ago,2025-07-09T04:18:22.037578,1,6,7,98,14.29,https://x.com/user_9944/status/1944000000000000098,False,104,1,1
1944000000000000099,User 826,@user_7250,Decentralized computing is the future. Check out what @ritualfnd is building! #UnlockRitual,31 hours ago,2025-07-13T16:18:22.037585,12,37,57,580,18.28,https://x.com/user_7250/status/1944000000000000099,True,91,1,1
1944000000000000100,User 781,@user_5578,Just discovered @ritualnet and I'm impressed by their approach to blockchain technology. #UnlockRitual,98 hours ago,2025-07-10T21:18:22.037591,1,11,32,327,13.46,https://x.com/user_5578/status/1944000000000000100,True,102,1,1
1944000000000000101,User 796,@user_2817,Exploring the future of decentralized AI with @ritualfnd. The potential is incredible! #UnlockRitual,130 hours ago,2025-07-09T13:18:22.037598,1,7,4,118,10.17,https://x.com/user_2817/status/1944000000000000101,True,100,1,1
1944000000000000102,User 249,@user_4391,Just discovered @ritualnet and I'm impressed by their approach to GPU computing. #UnlockRitual,51 hours ago,2025-07-12T20:18:22.037604,9,23,47,319,24.76,https://x.com/user_4391/status/1944000000000000102,True,94,1,1
1944000000000000103,User 682,@user_9975,Decentralized computing is the future. Check out what @ritualfnd is building! #UnlockRitual,112 hours ago,2025-07-10T07:18:22.037611,6,9,0,34,44.12,https://x.com/user_9975/status/1944000000000000103,False,91,1,1
1944000000000000104,User 608,@user_6768,Just joined the @ritualfnd community. Excited for what's coming! #UnlockRitual,just now,2025-07-14T23:18:22.037617,5,37,53,814,11.67,https://x.com/user_6768/status/1944000000000000104,True,78,1,1
1944000000000000105,User 169,@user_8528,AI shouldn't be monopolized. That's why I support @ritualfnd. #UnlockRitual,61 hours ago,2025-07-12T10:18:22.037623,12,25,11,465,10.32,https://x.com/user_8528/status/1944000000000000105,False,75,1,1
1944000000000000106,User 119,@user_5760,AI shouldn't be monopolized. That's why I support @ritualfnd. #UnlockRitual,73 hours ago,2025-07-11T22:18:22.037629,0,24,33,436,13.07,https://x.com/user_5760/status/1944000000000000106,True,75,1,1
1944000000000000107,User 122,@user_1702,The intersection of AI and blockchain is here. @ritualnet is leading the way. #UnlockRitual,156 hours ago,2025-07-08T11:18:22.037635,0,1,7,65,12.31,https://x.com/user_1702/status/1944000000000000107,True,91,1,1
1944000000000000108,User 505,@user_1929,Just discovered @ritualnet and I'm impressed by their approach to Web3 infrastructure. #UnlockRitual,142 hours ago,2025-07-09T01:18:22.037641,2,2,2,4,150.00,https://x.com/user_1929/status/1944000000000000108,False,100,1,1
